1	1	45	294	65	338
1	2	99	247	121	289
1	3	120	282	142	322
1	4	291	229	327	281
1	5	328	296	366	348
1	6	400	209	437	265
1	7	455	193	491	247
1	8	483	248	519	301
1	9	595	294	639	359
1	10	456	92	640	147
1	11	153	182	323	121	342	173	170	232
3	1	36	296	58	339
3	2	90	253	109	293
3	3	113	281	133	323
3	4	280	238	318	292
3	5	326	306	365	358
3	6	389	214	426	264
3	7	430	207	468	261
3	8	481	253	520	305
3	9	615	319	638	358
3	10	456	92	638	147
3	11	152	182	325	120	342	172	169	233
5	1	36	296	55	337
5	2	90	250	110	293
5	3	113	281	132	324
5	4	280	237	319	290
5	5	330	302	368	353
5	6	384	209	420	263
5	7	426	206	463	262
5	8	483	253	520	307
5	9	617	317	639	358
5	10	455	92	638	145
5	11	151	182	326	121	342	169	170	233
7	1	35	296	55	337
7	2	90	255	107	295
7	3	111	282	131	324
7	4	282	237	319	290
7	5	327	304	365	359
7	6	382	212	421	266
7	7	424	212	462	265
7	8	483	252	522	307
7	9	619	320	639	358
7	10	455	92	639	144
7	11	152	181	325	120	342	169	171	232
9	1	38	297	58	336
9	2	86	250	106	291
9	3	110	283	131	323
9	4	278	236	315	292
9	5	327	304	365	358
9	6	383	208	409	265
9	7	414	208	450	263
9	8	486	257	522	308
9	9	618	319	639	359
9	10	455	92	639	146
9	11	152	181	326	120	343	171	169	234
10	1	46	294	68	338
10	2	100	248	122	290
10	3	122	281	142	324
10	4	287	233	325	289
10	5	326	299	365	354
10	6	400	209	437	265
10	7	452	195	490	251
10	8	479	244	516	300
10	9	595	306	639	359
10	10	457	91	637	147
10	11	152	181	325	119	343	169	169	232
12	1	47	293	68	335
12	2	101	250	121	291
12	3	121	285	142	324
12	4	284	230	323	285
12	5	328	303	366	358
12	6	393	210	431	264
12	7	453	197	490	253
12	8	482	249	521	300
12	9	595	308	639	359
12	10	455	91	639	147
12	11	152	181	325	120	343	172	169	232
14	1	44	295	64	336
14	2	97	253	118	295
14	3	113	284	137	323
14	4	280	237	320	290
14	5	328	302	365	353
14	6	392	214	429	268
14	7	445	198	485	253
14	8	478	248	516	300
14	9	599	315	640	358
14	10	454	91	638	146
14	11	152	181	326	120	343	170	170	232
17	1	45	299	65	339
17	2	96	251	118	295
17	3	116	282	140	325
17	4	284	233	323	288
17	5	328	302	365	357
17	6	391	212	428	267
17	7	447	199	485	252
17	8	483	245	521	297
17	9	600	314	640	358
17	10	455	91	637	146
17	11	152	182	326	120	344	171	169	233
21	1	44	297	65	339
21	2	94	248	115	290
21	3	117	285	137	326
21	4	289	233	324	286
21	5	326	305	364	357
21	6	391	212	429	266
21	7	442	197	481	252
21	8	482	249	519	301
21	9	600	314	639	357
21	10	456	91	639	145
21	11	151	181	325	120	343	171	170	232
23	1	39	295	60	338
23	2	92	251	112	291
23	3	114	283	133	323
23	4	284	234	322	286
23	5	328	302	364	354
23	6	394	216	430	270
23	7	441	207	477	262
23	8	483	244	520	297
23	9	606	314	638	358
23	10	454	92	639	146
23	11	152	182	324	121	344	170	168	232
25	1	41	298	58	339
25	2	93	251	112	293
25	3	113	282	133	323
25	4	283	233	322	287
25	5	328	303	365	353
25	6	393	217	431	270
25	7	441	206	479	262
25	8	482	244	519	299
25	9	607	315	638	358
25	10	454	92	638	146
25	11	150	181	325	120	343	170	170	233
27	1	40	298	59	341
27	2	90	249	109	292
27	3	112	283	133	324
27	4	279	234	318	290
27	5	326	303	363	358
27	6	389	206	427	260
27	7	433	205	471	261
27	8	483	247	521	299
27	9	609	315	639	359
27	10	455	93	637	145
27	11	151	182	324	120	342	170	169	233

