1	1	13	197	46	274
1	2	68	146	101	224
1	3	99	182	146	259
1	4	173	35	202	95
1	5	250	141	294	220
1	6	280	138	316	201
1	7	228	342	271	357
1	8	394	16	431	92
1	9	385	106	421	183
1	10	411	214	448	278
1	11	438	277	496	357
1	12	453	296	532	357
1	13	504	220	543	283
1	14	560	153	599	200
3	1	5	213	17	289
3	2	37	152	71	229
3	3	87	194	135	273
3	4	189	31	219	90
3	5	211	146	254	224
3	6	315	131	353	197
3	7	191	348	234	356
3	8	402	22	439	100
3	9	368	105	402	181
3	10	415	215	452	276
3	11	387	277	444	357
3	12	454	296	532	357
3	13	500	220	537	284
3	14	564	149	601	196
5	1	4	212	13	291
5	2	34	153	68	229
5	3	87	198	135	276
5	4	191	31	220	90
5	5	209	151	252	228
5	6	184	348	228	356
5	7	320	131	353	194
5	8	364	104	401	181
5	9	399	28	437	104
5	10	420	214	454	277
5	11	386	277	444	357
5	12	452	295	532	356
5	13	497	219	533	283
5	14	564	148	602	197
7	1	4	213	13	290
7	2	30	154	63	232
7	3	88	201	136	279
7	4	195	29	224	85
7	5	204	154	246	230
7	6	181	347	222	357
7	7	320	133	355	197
7	8	364	105	401	181
7	9	400	26	434	103
7	10	383	277	442	356
7	11	418	215	457	277
7	12	452	295	531	357
7	13	499	221	534	283
7	14	566	150	604	196
9	1	4	213	9	288
9	2	26	154	61	232
9	3	88	203	135	280
9	4	197	33	226	90
9	5	200	151	242	230
9	6	172	347	213	357
9	7	326	130	362	197
9	8	367	105	404	183
9	9	402	31	438	106
9	10	376	278	436	357
9	11	420	215	457	278
9	12	454	296	532	358
9	13	493	221	532	284
9	14	566	148	604	196
11	1	11	204	47	282
11	2	65	147	99	225
11	3	96	184	147	265
11	4	175	36	205	92
11	5	246	141	289	221
11	6	230	345	271	356
11	7	394	16	430	94
11	8	382	106	418	181
11	9	282	137	318	204
11	10	437	278	497	357
11	11	413	214	450	280
11	12	505	221	541	284
11	13	453	296	532	357
11	14	562	151	598	200
13	1	8	204	44	283
13	2	60	152	95	229
13	3	95	185	142	264
13	4	177	33	207	92
13	5	241	145	285	224
13	6	220	345	263	356
13	7	397	18	435	93
13	8	288	138	326	202
13	9	378	106	415	181
13	10	412	215	449	278
13	11	428	278	487	356
13	12	453	297	530	357
13	13	501	220	540	283
13	14	563	153	598	199
15	1	9	205	42	283
15	2	58	149	89	228
15	3	95	188	143	264
15	4	176	31	208	91
15	5	238	143	281	219
15	6	217	344	259	357
15	7	399	17	438	91
15	8	293	136	328	199
15	9	377	105	413	180
15	10	412	215	450	279
15	11	453	295	532	357
15	12	451	295	532	356
15	13	502	221	539	283
15	14	562	153	597	199
17	1	5	212	38	290
17	2	54	152	89	228
17	3	94	186	142	263
17	4	180	30	208	92
17	5	234	144	276	222
17	6	212	345	253	355
17	7	402	18	437	95
17	8	297	133	333	199
17	9	375	105	411	181
17	10	414	215	451	278
17	11	416	278	474	354
17	12	452	296	532	357
17	13	504	220	542	283
17	14	563	152	599	201
19	1	5	213	32	290
19	2	51	151	86	228
19	3	92	186	141	264
19	4	181	32	209	90
19	5	234	145	276	222
19	6	208	346	251	357
19	7	403	19	438	97
19	8	297	133	333	198
19	9	376	105	411	181
19	10	412	215	450	276
19	11	409	281	468	356
19	12	453	297	532	355
19	13	502	220	542	282
19	14	562	153	599	202
21	1	4	214	28	290
21	2	45	151	79	226
21	3	90	186	139	264
21	4	178	32	207	89
21	5	227	145	270	220
21	6	203	347	245	357
21	7	402	21	437	97
21	8	304	134	340	199
21	9	371	106	407	181
21	10	415	214	451	275
21	11	401	277	459	354
21	12	454	297	532	355
21	13	501	221	539	283
21	14	563	153	599	199
23	1	4	212	22	289
23	2	41	151	75	230
23	3	87	189	136	267
23	4	183	33	210	90
23	5	222	147	265	225
23	6	200	348	243	357
23	7	310	131	346	195
23	8	368	105	405	182
23	9	403	23	439	98
23	10	416	215	452	275
23	11	391	278	451	356
23	12	454	296	532	355
23	13	498	218	534	283
23	14	562	153	599	199
25	1	4	213	18	290
25	2	40	152	74	228
25	3	88	191	137	269
25	4	184	32	213	90
25	5	216	149	261	226
25	6	198	347	240	357
25	7	313	131	351	198
25	8	369	105	406	182
25	9	405	23	439	100
25	10	415	216	452	277
25	11	389	276	449	357
25	12	453	296	531	357
25	13	497	220	534	283
25	14	562	153	599	199
