1	1	1	157	9	261
2	1	1	157	17	261
3	1	1	157	17	261
4	1	1	157	26	261
5	1	1	156	37	265
6	1	1	156	42	265
7	1	1	156	42	265
8	1	1	155	48	265
9	1	1	155	53	265
10	1	1	155	61	265
11	1	1	155	60	265
12	1	1	154	60	266
13	1	1	154	60	266
14	1	1	154	63	266
15	1	1	154	66	265
16	1	1	153	70	266
17	1	1	153	72	267
18	1	1	153	74	267
19	1	3	154	76	266
20	1	6	154	85	265
21	1	8	155	91	264
22	1	8	155	94	267
23	1	14	156	100	268
24	1	16	156	106	268
25	1	23	156	113	267
26	1	23	156	118	267
27	1	25	156	125	265
28	1	27	156	129	263
29	1	30	156	131	264
30	1	32	157	138	267
31	1	35	157	143	267
32	1	39	157	147	268
33	1	44	158	152	269
34	1	47	158	153	268
35	1	50	158	156	268
36	1	55	158	159	270
37	1	55	158	160	270
38	1	58	159	163	270
39	1	61	159	166	270
40	1	62	159	166	271
41	1	63	159	167	270
42	1	64	159	169	270
43	1	65	159	174	269
44	1	65	159	176	270
45	1	66	159	178	278
46	1	67	160	180	278
47	1	71	161	183	278
48	1	72	162	188	279
49	1	79	162	192	279
50	1	84	162	194	279
