1	1	1	186	132	220
5	1	1	186	132	220
9	1	1	184	120	220
13	1	1	184	120	219
17	1	1	183	120	219
21	1	1	183	113	219
25	1	1	183	113	220
29	1	1	183	114	220
33	1	1	183	112	219
37	1	1	183	112	219
41	1	1	182	110	219
45	1	1	182	108	219
48	1	1	182	106	219
50	1	1	183	104	218
1	2	387	187	417	251
5	2	382	189	419	249
9	2	382	189	419	246
13	2	383	189	419	246
17	2	380	187	416	244
21	2	379	184	417	243
25	2	382	189	416	245
29	2	381	185	416	240
33	2	382	186	420	243
37	2	386	188	420	243
41	2	391	188	423	240
45	2	393	189	425	243
48	2	392	187	428	245
50	2	392	188	430	246
